-2.91606	-2.24643	-2.39417	-31.735	-24.3664	-27.0069
8.74429	-0.114491	-4.07246	74.8432	-5.87378	-29.4827
-2.43625	-0.413915	-2.21363	-22.5067	-0.890892	-17.1656
-1.38721	2.74184	3.67417	-5.87019	19.0007	38.6558
-2.49463	-3.45859	-0.297849	-26.5828	-33.6155	-7.21201
-0.257481	-11.3502	-0.304822	2.30066	-106.337	0.80096
3.77809	9.44111	-6.38229	38.2417	81.0822	-53.7118
3.66475	3.94424	5.36604	27.9943	30.6338	42.6899
-3.96085	1.51158	6.87203	-30.1468	8.65774	64.9973
-2.06231	4.32393	-0.564902	-19.919	27.618	12.0629
1.06672	-5.14152	-6.31897	4.54312	-50.373	-61.0229
11.948	-3.62822	2.45706	111.331	-36.8837	26.8154
-5.99928	-23.4802	-7.23471	-44.6331	-201.745	-55.9969
14.4765	-13.0247	5.69134	124.879	-111.628	51.8584
4.46995	3.18933	-1.80834	34.1884	24.0831	-20.6202
1.57874	-3.77067	5.95833	19.5668	-36.3367	57.6291
2.55797	3.44307	-0.332112	17.7302	26.3819	-6.46
-4.35082	-0.165711	-2.17516	-34.9045	-6.47658	-17.2277
11.189	-1.84213	3.59662	104.107	-20.8868	37.6184
-1.61014	10.9285	-5.06642	-10.2381	94.648	-41.983
-2.29463	3.25023	4.32978	-15.6947	26.4537	44.9931
-2.93686	3.05747	2.39917	-32.2464	24.477	18.5072
8.11796	-4.03268	-6.78292	77.3804	-40.9305	-57.1842
-5.88007	-4.69879	-10.8188	-47.3024	-46.3985	-94.9383
3.68281	-0.0872582	-0.196069	25.7055	-7.80227	-10.5351
-4.93203	-5.80289	-0.56192	-48.5438	-55.9472	-9.58611
-3.66238	-0.178606	-0.866038	-36.0887	-7.15925	-14.3019
3.30514	-0.492044	5.40969	25.3256	-8.52926	43.8681
0.0336187	1.71428	-3.65561	4.61745	10.9895	-26.5688
0.851279	-1.03522	-5.19126	10.6751	-8.23145	-37.3556
6.15555	0.726785	-3.57066	50.2063	2.17439	-36.2395
2.40086	2.83114	-0.644477	24.1601	18.9725	-0.412085
-2.27443	3.92737	-3.06398	-33.8141	33.386	-41.597
-1.19128	-4.74692	-1.51592	-16.0944	-45.8938	-18.4642
1.90328	0.823303	6.9405	20.6431	2.47694	65.0436
-4.07696	-2.26198	3.32398	-40.642	-24.8676	23.7007
2.99295	-3.1938	3.17038	22.2124	-32.4881	22.7404
-4.98791	-0.14939	2.6871	-47.8245	-5.55796	19.0893
-5.6769	1.94798	5.39682	-45.9533	12.9443	53.0354
5.63859	-10.3387	-8.58623	46.9207	-98.5106	-82.5885
-2.54912	2.3889	18.0047	-27.2556	17.021	158.703
2.77835	-0.0636125	2.53585	32.7278	-3.28937	26.1614
0.503574	1.74423	-2.63276	5.45149	10.7479	-19.5184
16.4226	-13.8122	0.826	133.801	-116.425	3.21043
1.51782	3.98048	6.02464	18.009	31.1433	58.5268
-4.84136	3.7082	2.05734	-46.2704	27.9665	12.4321
-5.55727	2.21747	-0.21148	-54.0116	15.5203	-6.28815
-2.97992	-1.67744	3.05064	-30.9252	-20.9986	23.0511
2.18784	4.64285	-1.88431	23.72	32.0479	-13.3592
4.32492	1.81178	-0.542085	34.209	10.0244	-9.80082
-0.233439	5.61897	0.358615	2.08764	44.6139	8.12764
-1.62029	-0.833332	-5.81223	-19.7544	-11.8383	-56.3629
8.86312	4.12356	-0.480829	83.8611	32.8146	0.0733412
-0.988165	-9.69835	-4.46828	-3.99071	-91.7718	-36.6545
0.239652	1.91277	-0.0612492	2.53522	14.7955	2.62666
4.01518	5.16037	3.31177	27.0263	33.0794	20.9755
-1.35961	2.13066	-1.71943	-17.3933	17.9569	-11.0264
-1.28055	-5.48299	0.57524	-7.09836	-51.6841	8.83371
2.01297	-1.71887	-2.48521	13.158	-20.0266	-26.2814
4.07581	-4.90758	-14.6256	41.3793	-48.9709	-129.064
-1.59221	-40.4887	-30.9617	-10.3881	-372.645	-277.253
-1.85352	0.789189	3.60556	-12.3269	2.5644	39.6914
10.4334	-1.00523	-5.77495	90.2979	-13.3949	-56.9308
11.3782	-0.188612	2.50635	106.242	-5.98962	26.7958
1.53885	-3.68082	3.84265	19.139	-36.3985	38.0762
2.17056	2.83692	2.36083	22.2312	24.0417	25.4035
-9.66448	-0.0487321	-4.67553	-82.6656	-4.74548	-37.3549
3.1407	0.559994	-3.98503	22.0306	0.963904	-39.1638
2.95575	-1.1387	-13.765	18.204	-13.5279	-119.347
-6.15281	0.280017	-3.67964	-58.3695	-1.21541	-37.6915
-8.7787	-6.05899	-0.994236	-75.2162	-59.1678	-4.59117
-4.24397	5.1558	1.95076	-33.6884	41.789	22.3535
10.6384	-3.90762	-2.04309	99.4943	-39.6046	-13.169
1.27231	1.45155	6.40852	7.91335	8.37953	52.2192
-3.6589	1.01262	2.79725	-26.8753	4.90245	30.5569
-1.88205	2.06715	7.38008	-11.9291	14.2094	69.2133
-1.45966	-1.25477	2.81367	-17.7657	-16.0328	22.5316
1.26863	1.14116	-7.12493	6.16233	5.84279	-67.8745
1.45705	1.90811	2.07628	8.3682	13.7481	14.9015
-8.98861	2.81622	3.39155	-76.7807	21.154	34.0633
5.08964	1.46889	6.32459	49.7436	9.70644	62.7772
-6.7291	3.88185	-0.795865	-63.6927	29.0788	-12.5475
2.28006	9.63263	4.34407	26.2657	81.0091	42.5145
1.45025	-0.282844	0.776544	5.45989	-7.45208	1.80207
4.64548	14.3291	-8.87955	46.0479	125.871	-77.1842
3.31414	-1.03203	-1.49944	34.7411	-13.2883	-8.59542
4.46042	0.183	8.66541	44.9734	-3.31116	81.8636
1.77785	0.185155	1.91733	17.753	-4.98984	25.3256
-1.4581	4.71107	5.78736	-16.9647	37.1555	47.2602
-0.321094	1.04423	1.03125	-12.3453	-1.52448	7.76724
-3.78306	-0.457031	1.67153	-35.4962	-10.6793	9.83849
2.02229	6.22517	9.12843	13.6325	45.7184	70.2941
-0.759884	-1.84314	4.81448	-1.84962	-20.8622	46.7339
8.3291	-1.61096	2.87466	70.7493	-19.0429	21.6492
1.22906	-8.67391	-9.68549	6.87608	-76.1345	-83.8183
3.19277	4.18578	2.99402	32.8799	32.1663	31.4338
0.616235	2.6963	-0.305013	5.9379	20.4286	-1.60719
0.528945	-1.08057	2.80929	-0.3201	-14.225	18.2984
0.877711	-1.26311	-10.8037	11.9261	-15.3779	-93.8568
3.63231	7.75405	2.11955	37.7265	64.5807	23.4079
3.01551	3.34164	-6.34916	31.5601	25.6374	-52.7298
1.9431	-4.45588	-3.07545	12.9744	-43.3206	-32.6887
2.99288	-2.70834	-6.90138	30.6941	-28.0951	-56.4763
-1.80953	-3.86252	0.21306	-12.2116	-33.2203	1.58765
2.6405	-3.31745	-2.43502	20.1456	-34.2353	-26.3686
0.387214	3.24899	4.02613	-1.5175	24.4368	30.2993
-4.71001	-4.21266	3.64802	-37.6371	-42.0732	37.4119
1.1701	3.61392	-5.62088	6.60251	26.6568	-54.5238
-1.91158	-5.21724	6.58932	-12.8668	-50.5851	62.95
-0.518478	5.53673	-3.46582	-11.4107	43.5575	-35.697
-2.74683	-1.07871	3.0398	-27.2304	-14.8294	22.252
-3.00189	4.2587	2.45439	-29.2166	32.4968	17.4523
0.348867	-6.99313	-1.90618	-0.641853	-66.2414	-20.5466
0.80019	2.66953	1.33609	1.36065	16.9564	8.75379
-4.18372	1.26888	2.56956	-32.0255	7.43234	28.7774
-0.803502	-3.44163	-4.38097	-11.794	-34.433	-43.9389
-2.9244	5.27775	6.11981	-21.5109	42.5442	60.1873
-4.47002	6.64648	4.93912	-43.7306	54.6695	40.5852
4.71576	5.71581	2.83946	37.7961	45.9768	20.5744
-3.20142	-3.61914	-0.850049	-32.9805	-37.3477	-12.7943
-3.83784	2.09429	7.53317	-29.7806	13.9362	71.8546
1.15624	1.73708	4.33433	4.8008	8.88099	33.9806
-1.90288	2.5747	5.13814	-12.4994	19.1239	49.8796
-3.16229	0.63118	-6.47422	-24.0494	2.34948	-53.7619
-2.4222	2.7534	-2.08007	-22.2179	22.1783	-24.187
10.6317	-3.37918	0.104945	99.779	-35.0511	5.0693
4.81819	-0.582707	2.69276	37.9009	-9.24981	19.8206
2.65102	7.88984	10.5312	19.448	53.6792	73.0893
3.77268	0.134126	2.6864	39.6037	-0.985547	28.8232
-2.88803	-2.71108	3.51144	-30.989	-28.3237	25.9124
3.2263	2.17295	5.3351	33.6403	15.0595	51.6578
4.88253	-0.720949	-7.18374	49.8637	-12.7322	-60.9986
3.57084	2.23279	3.28357	26.827	14.7274	24.3883
-4.05965	-1.34668	4.54276	-40.6698	-17.6866	35.2743
3.47415	3.24585	3.30676	35.6826	24.6497	35.5444
-150.007	179.104	141.145	-1256.68	1485.1	1172.16
4.29828	0.714618	3.02886	26.8157	5.08797	17.4492
-0.902641	4.74343	9.09368	-3.20385	38.4653	85.7146
-1.71846	1.89745	2.38279	-12.6212	8.85746	27.2313
-1.97502	-2.01743	2.69616	-24.1142	-25.2531	18.3067
-1.63761	-4.43265	-5.21788	-10.9867	-43.2924	-43.0686
3.16589	-4.25592	-2.70908	23.3647	-40.8281	-27.9076
-1.74508	4.6089	-1.16817	-3.49052	42.0475	-18.994
-0.563	0.71343	-3.10016	-2.38984	1.50807	-22.7821
-0.799468	-0.602872	-3.18583	-2.11414	-9.02188	-22.4845
0.654575	0.96288	0.0225003	-0.928436	4.40432	-4.6299
-9.35547	3.70264	4.78294	-79.9135	29.4823	47.4673
-1.31534	4.38658	4.37378	-15.1337	33.9204	33.7162
6.17703	-1.79513	-5.83495	60.2774	-20.7842	-48.4119
10.7834	9.20641	-1.83121	93.6724	78.9421	-21.1024
-6.48603	1.91127	14.1973	-60.8899	10.5501	111.89
-2.55048	-2.36852	-4.07605	-27.4751	-24.8003	-40.0514
0.365475	5.86519	-9.76109	-1.72621	48.1028	-92.643
0.147063	2.4764	-0.69518	-0.560322	16.3576	-9.71892
-7.38735	0.628186	1.78729	-61.9298	0.422549	20.2541
2.81189	4.77644	-0.590458	20.8724	37.6574	-10.845
-4.83283	-3.35423	2.3435	-46.8374	-33.2052	16.2744
-0.305839	-0.197343	-0.942582	0.725599	-4.3742	-3.10844
