
[1mTotal memory size:[0m 24000 B, 23 KiB, 0 MiB

[1m Step    Time, s Interact/s  GFLOP/s  delta x  delta y  delta z[0m
    0  2.779e-02  3.598e+07      0.6 0.0607654 -0.000216064 0.0590011 (warm up)
    1  2.860e-02  3.496e+07      0.6 0.0557016 -0.000198089 0.0540843 (warm up)
    2  3.101e-02  3.225e+07      0.5 0.0506378 -0.000180113 0.0491676 (warm up)
    3  2.771e-02  3.608e+07      0.6 0.0455739 -0.000162135 0.0442508 
    4  3.089e-02  3.237e+07      0.6 0.0405101 -0.000144164 0.0393341 
    5  3.053e-02  3.276e+07      0.6 0.0354463 -0.000126188 0.0344173 
    6  2.854e-02  3.504e+07      0.6 0.0303825 -0.000108212 0.0295006 
    7  2.920e-02  3.424e+07      0.6 0.0253186 -9.02324e-05 0.0245838 
    8  2.949e-02  3.391e+07      0.6 0.0202548 -7.22537e-05 0.0196671 
    9  3.023e-02  3.308e+07      0.6 0.015191 -5.42726e-05 0.0147503 
   10  2.921e-02  3.423e+07      0.6 0.0101272 -3.62945e-05 0.00983355 
   11  2.962e-02  3.376e+07      0.6 0.00506334 -1.83149e-05 0.0049168 
   12  3.093e-02  3.233e+07      0.6 -4.98217e-07 -3.34489e-07 4.42122e-08 
-----------------------------------------------------
[1mAverage performance:      [42m       0.6 +- 0.0 GFLOP/s[0m
-----------------------------------------------------
Average delta:	0.0149436
-----------------------------------------------------
